Casebook Version,Form Name,Form Contents Restricted,Item Group Name,Item Group Label,Item Group External ID,Item Group SDTM Name,Item Name,Item Label,Item External ID,Item SDTM Name,Data Type,Codelist,Codelist External ID,Unit,Unit External ID
1,LBCHEM,No,ig_LBCHEM1,Chemistry,ig_LBCHEM1,,LBDAT,Collection Date,LBDAT,LBDTC,Date,,,,
1,LBCHEM,No,ig_LBCHEM1,Chemistry,ig_LBCHEM1,,LBNAM,Laboratory Name,LBNAM,LBNAM,Text,cl_LBNAME1,cl_LBNAME1,,
1,LBCHEM,No,ig_LBCHEM1,Chemistry,ig_LBCHEM1,,LB_LABEL1,Lab results should not be entered prior to documentation of Physician-Investigator assessment.,LB_LABEL1,,Text,,,,
1,LBCHEM,No,ig_LBCHEM1,Chemistry,ig_LBCHEM1,,LB_LABEL3,"For other laboratories, please enter the entire range for Lab Normals below including the hyphen with no spaces. If not known, enter UNK. If the unit in source does not match the unit on the CRF, please provide the source unit in the “Lab Normal Range” field.",LB_LABEL3,,Text,,,,
1,LBCHEM,No,ig_LBCHEM1,Chemistry,ig_LBCHEM1,,LBCHEMPERF,Were Chemistry Tests Performed?,LBCHEMPERF,LBSTAT,Text,cl_YN1,cl_YN1,,
1,LBCHEM,No,ig_LBCHEM1,Chemistry,ig_LBCHEM1,,LB_LABEL2,"If a greater than or less than sign is included in the results, enter the numeric value of the result along with the special character in this field without spaces (ex. <5). Please ensure lab results are reported in the unit required by the CRF.  ",LB_LABEL2,,Text,,,,
1,LBCHEM,No,ig_LBCHEM1,Chemistry,ig_LBCHEM1,,LBNAMOTH,Specify Other Laboratory,LBNAMOTH,LBNAMOTH,Text,,,,
1,LBCHEM,No,ig_LBCHEM2,Chemistry Results,ig_LBCHEM2,,LBCHEMTEST,Lab Test Name,LBCHEMTEST,LBTEST,Text,cl_LBCHEM1,cl_LBCHEM1,,
1,LBCHEM,No,ig_LBCHEM2,Chemistry Results,ig_LBCHEM2,,LB_LABEL4,"Complete an Adverse Event Form if the Overall Interpretation is Abnormal, CS",LB_LABEL4,,Text,,,,
1,LBCHEM,No,ig_LBCHEM2,Chemistry Results,ig_LBCHEM2,,LBORRES,Lab Result,LBORRES,LBORRES,Text,,,,
1,LBCHEM,No,ig_LBCHEM2,Chemistry Results,ig_LBCHEM2,,LBCLSIG,Clinical Significance,LBCLSIG,,Text,cl_LBCLSIG1,cl_LBCLSIG1,,
1,LBCHEM,No,ig_LBCHEM2,Chemistry Results,ig_LBCHEM2,,LBNR,Lab Normal Range,LBNR,LBNR,Text,,,,
1,LBCOAG,No,ig_LBCOAG1,Coagulation Test,ig_LBCOAG1,,LBDAT,Collection Date,LBDAT,LBDTC,Date,,,,
1,LBCOAG,No,ig_LBCOAG1,Coagulation Test,ig_LBCOAG1,,LBNAM,Laboratory Name,LBNAM,LBNAM,Text,cl_LBNAME1,cl_LBNAME1,,
1,LBCOAG,No,ig_LBCOAG1,Coagulation Test,ig_LBCOAG1,,LB_LABEL1,Lab results should not be entered prior to documentation of Physician-Investigator assessment.,LB_LABEL1,,Text,,,,
1,LBCOAG,No,ig_LBCOAG1,Coagulation Test,ig_LBCOAG1,,LB_LABEL3,"For other laboratories, please enter the entire range for Lab Normals below including the hyphen with no spaces. If not known, enter UNK. If the unit in source does not match the unit on the CRF, please provide the source unit in the “Lab Normal Range” field.",LB_LABEL3,,Text,,,,
1,LBCOAG,No,ig_LBCOAG1,Coagulation Test,ig_LBCOAG1,,LB_LABEL2,"If a greater than or less than sign is included in the results, enter the numeric value of the result along with the special character in this field without spaces (ex. <5). Please ensure lab results are reported in the unit required by the CRF.  ",LB_LABEL2,,Text,,,,
1,LBCOAG,No,ig_LBCOAG1,Coagulation Test,ig_LBCOAG1,,LBCOAGPERF,Were Coagulation Tests Performed?,LBCOAGPERF,,Text,cl_YN1,cl_YN1,,
1,LBCOAG,No,ig_LBCOAG1,Coagulation Test,ig_LBCOAG1,,LBNAMOTH,Specify Other Laboratory,LBNAMOTH,LBNAMOTH,Text,,,,
1,LBCOAG,No,ig_LBCOAG2,Coagulation Test Results,ig_LBCOAG2,,LB_LABEL4,"Complete an Adverse Event Form if the Overall Interpretation is Abnormal, CS",LB_LABEL4,,Text,,,,
1,LBCOAG,No,ig_LBCOAG2,Coagulation Test Results,ig_LBCOAG2,,LBORRES,Lab Result,LBORRES,LBORRES,Text,,,,
1,LBCOAG,No,ig_LBCOAG2,Coagulation Test Results,ig_LBCOAG2,,LBCOAGTEST,Lab Test Name,LBCOAGTEST,LBTEST,Text,cl_LBCOAG1,cl_LBCOAG1,,
1,LBCOAG,No,ig_LBCOAG2,Coagulation Test Results,ig_LBCOAG2,,LBCLSIG,Clinical Significance,LBCLSIG,,Text,cl_LBCLSIG1,cl_LBCLSIG1,,
1,LBCOAG,No,ig_LBCOAG2,Coagulation Test Results,ig_LBCOAG2,,LBNR,Lab Normal Range,LBNR,LBNR,Text,,,,
1,LBHEMA,No,ig_LBHEMA1,Hematology,ig_LBHEMA1,,LBDAT,Collection Date,LBDAT,LBDTC,Date,,,,
1,LBHEMA,No,ig_LBHEMA1,Hematology,ig_LBHEMA1,,LBNAM,Laboratory Name,LBNAM,LBNAM,Text,cl_LBNAME1,cl_LBNAME1,,
1,LBHEMA,No,ig_LBHEMA1,Hematology,ig_LBHEMA1,,LB_LABEL1,Lab results should not be entered prior to documentation of Physician-Investigator assessment.,LB_LABEL1,,Text,,,,
1,LBHEMA,No,ig_LBHEMA1,Hematology,ig_LBHEMA1,,LB_LABEL3,"For other laboratories, please enter the entire range for Lab Normals below including the hyphen with no spaces. If not known, enter UNK. If the unit in source does not match the unit on the CRF, please provide the source unit in the “Lab Normals” field.",LB_LABEL3,,Text,,,,
1,LBHEMA,No,ig_LBHEMA1,Hematology,ig_LBHEMA1,,LB_LABEL2,"If a greater than or less than sign is included in the results, enter the numeric value of the result along with the special character in this field without spaces (ex. <5). Please ensure lab results are reported in the unit required by the CRF.  ",LB_LABEL2,,Text,,,,
1,LBHEMA,No,ig_LBHEMA1,Hematology,ig_LBHEMA1,,LBHEMAPERF,Were Hematology Tests Performed?,LBHEMAPERF,,Text,cl_YN1,cl_YN1,,
1,LBHEMA,No,ig_LBHEMA1,Hematology,ig_LBHEMA1,,LBNAMOTH,Specify Other Laboratory,LBNAMOTH,LBNAMOTH,Text,,,,
1,LBHEMA,No,ig_LBHEMA2,Hematology Results,ig_LBHEMA2,,LBHEMATEST,Lab Test Name,LBHEMATEST,LBTEST,Text,cl_LBHEMA1,cl_LBHEMA1,,
1,LBHEMA,No,ig_LBHEMA2,Hematology Results,ig_LBHEMA2,,LB_LABEL4,"Complete an Adverse Event Form if the Overall Interpretation is Abnormal, CS",LB_LABEL4,,Text,,,,
1,LBHEMA,No,ig_LBHEMA2,Hematology Results,ig_LBHEMA2,,LBORRES,Lab Result,LBORRES,LBORRES,Text,,,,
1,LBHEMA,No,ig_LBHEMA2,Hematology Results,ig_LBHEMA2,,LBCLSIG,Clinical Significance,LBCLSIG,,Text,cl_LBCLSIG1,cl_LBCLSIG1,,
1,LBHEMA,No,ig_LBHEMA2,Hematology Results,ig_LBHEMA2,,LBNR,Lab Normal Range,LBNR,LBNR,Text,,,,
1,SV,No,ig_SV1,Study Visit,ig_SV1,,SV_LABEL2,Please ensure that the medication has been entered on the Concomitant Medication CRF appropriately.,SV_LABEL2,,Text,,,,
1,SV,No,ig_SV1,Study Visit,ig_SV1,,SV_LABEL1,Please ensure that the AE has been entered on the Adverse Event CRF appropriately.,SV_LABEL1,,Text,,,,
1,SV,No,ig_SV1,Study Visit,ig_SV1,,SVAEREP,Any new adverse events or changes in existing adverse events to report?,SVAEREP,,Text,cl_YN1,cl_YN1,,
1,SV,No,ig_SV1,Study Visit,ig_SV1,,RSCAT,Disease Type,RSCAT,,Text,cl_RSCAT1,cl_RSCAT1,,
1,SV,No,ig_SV1,Study Visit,ig_SV1,,SVCMREP,Any new concomitant medications or changes in existing concomitant medications to report?,SVCMREP,,Text,cl_YN1,cl_YN1,,
1,SV,No,ig_SV1,Study Visit,ig_SV1,,SVOCCUR,Did the protocol-specified study visit occur?,SVOCCUR,,Text,cl_YN1,cl_YN1,,
1,LBLC,No,ig_LBLC1,Lymphocyte Counts,ig_LBLC1,,LBDAT,Collection Date,LBDAT,LBDTC,Date,,,,
1,LBLC,No,ig_LBLC1,Lymphocyte Counts,ig_LBLC1,,LBNAM,Laboratory Name,LBNAM,LBNAM,Text,cl_LBNAME1,cl_LBNAME1,,
1,LBLC,No,ig_LBLC1,Lymphocyte Counts,ig_LBLC1,,LB_LABEL3,"For other laboratories, please enter the entire range for Lab Normals below including the hyphen with no spaces. If not known, enter UNK. If the unit in source does not match the unit on the CRF, please provide the source unit in the “Lab Normal Range” field.",LB_LABEL3,,Text,,,,
1,LBLC,No,ig_LBLC1,Lymphocyte Counts,ig_LBLC1,,LBLCPERF,Were lymphocyte count tests performed?,LBLCPERF,LBPERF,Text,cl_YN1,cl_YN1,,
1,LBLC,No,ig_LBLC1,Lymphocyte Counts,ig_LBLC1,,LBNAMOTH,Specify Other Laboratory,LBNAMOTH,LBNAMOTH,Text,,,,
1,LBLC,No,ig_LBLC2,Lymphocyte Counts Result,ig_LBLC2,,LBORRES,Lab Result,LBORRES,LBORRES,Text,,,,
1,LBLC,No,ig_LBLC2,Lymphocyte Counts Result,ig_LBLC2,,LBLCTEST,Lab Test Name,LBLCTEST,LBTEST,Text,cl_LBLC1,cl_LBLC1,,
1,LBLC,No,ig_LBLC2,Lymphocyte Counts Result,ig_LBLC2,,LBNR,Lab Normal Range,LBNR,LBNR,Text,,,,
1,QSECOG,No,ig_QSECOG1,ECOG Performance Status,ig_QSECOG1,,QSDAT,Date of Assessment,QSDAT,,Date,,,,
1,QSECOG,No,ig_QSECOG1,ECOG Performance Status,ig_QSECOG1,,QSECOGPERF,ECOG Perfomance Status,QSECOGPERF,,Text,cl_QSECOG1,cl_QSECOG1,,
1,LBHLH,No,ig_HLH1,HLH/MAS,ig_HLH1,,LBDAT,Collection Date,LBDAT,LBDTC,Date,,,,
1,LBHLH,No,ig_HLH1,HLH/MAS,ig_HLH1,,LBNAM,Laboratory Name,LBNAM,LBNAM,Text,cl_LBNAME1,cl_LBNAME1,,
1,LBHLH,No,ig_HLH1,HLH/MAS,ig_HLH1,,LB_LABEL1,Lab results should not be entered prior to documentation of Physician-Investigator assessment.,LB_LABEL1,,Text,,,,
1,LBHLH,No,ig_HLH1,HLH/MAS,ig_HLH1,,LBHLHPERF,Was HLH/MAS performed?,LBHLHPERF,,Text,cl_YN1,cl_YN1,,
1,LBHLH,No,ig_HLH1,HLH/MAS,ig_HLH1,,LB_LABEL3,"For other laboratories, please enter the entire range for Lab Normals below including the hyphen with no spaces. If not known, enter UNK. If the unit in source does not match the unit on the CRF, please provide the source unit in the “Lab Normal Range” field.",LB_LABEL3,,Text,,,,
1,LBHLH,No,ig_HLH1,HLH/MAS,ig_HLH1,,LB_LABEL2,"If a greater than or less than sign is included in the results, enter the numeric value of the result along with the special character in this field without spaces (ex. <5). Please ensure lab results are reported in the unit required by the CRF.  ",LB_LABEL2,,Text,,,,
1,LBHLH,No,ig_HLH1,HLH/MAS,ig_HLH1,,LBNAMOTH,Specify Other Laboratory,LBNAMOTH,LBNAMOTH,Text,,,,
1,LBHLH,No,ig_HLH2,HLH/MAS Results,ig_HLH2,,LB_LABEL4,"Complete an Adverse Event Form if the Overall Interpretation is Abnormal, CS",LB_LABEL4,,Text,,,,
1,LBHLH,No,ig_HLH2,HLH/MAS Results,ig_HLH2,,LBORRES,Lab Result,LBORRES,LBORRES,Text,,,,
1,LBHLH,No,ig_HLH2,HLH/MAS Results,ig_HLH2,,LBCLSIG,Clinical Significance,LBCLSIG,,Text,cl_LBCLSIG1,cl_LBCLSIG1,,
1,LBHLH,No,ig_HLH2,HLH/MAS Results,ig_HLH2,,LBHLHTEST,Lab Test Name,LBHLHTEST,LBTEST,Text,cl_LBHLH1,cl_LBHLH1,,
1,LBHLH,No,ig_HLH2,HLH/MAS Results,ig_HLH2,,LBNR,Lab Normal Range,LBNR,LBNR,Text,,,,
1,LBSIG,No,ig_LBSIG1,Serum Immunoglobulin,ig_LBSIG1,,LBDAT,Collection Date,LBDAT,LBDTC,Date,,,,
1,LBSIG,No,ig_LBSIG1,Serum Immunoglobulin,ig_LBSIG1,,LBNAM,Laboratory Name,LBNAM,LBNAM,Text,cl_LBNAME1,cl_LBNAME1,,
1,LBSIG,No,ig_LBSIG1,Serum Immunoglobulin,ig_LBSIG1,,LB_LABEL1,Lab results should not be entered prior to documentation of Physician-Investigator assessment.,LB_LABEL1,,Text,,,,
1,LBSIG,No,ig_LBSIG1,Serum Immunoglobulin,ig_LBSIG1,,LBSIGPERF,Was Serum Immunoglobulin Test Performed?,LBSIGPERF,LBSTAT,Text,cl_YN1,cl_YN1,,
1,LBSIG,No,ig_LBSIG1,Serum Immunoglobulin,ig_LBSIG1,,LB_LABEL3,"For other laboratories, please enter the entire range for Lab Normals below including the hyphen with no spaces. If not known, enter UNK. If the unit in source does not match the unit on the CRF, please provide the source unit in the “Lab Normal Range” field.",LB_LABEL3,,Text,,,,
1,LBSIG,No,ig_LBSIG1,Serum Immunoglobulin,ig_LBSIG1,,LB_LABEL2,"If a greater than or less than sign is included in the results, enter the numeric value of the result along with the special character in this field without spaces (ex. <5). Please ensure lab results are reported in the unit required by the CRF.  ",LB_LABEL2,,Text,,,,
1,LBSIG,No,ig_LBSIG1,Serum Immunoglobulin,ig_LBSIG1,,LBNAMOTH,Specify Other Laboratory,LBNAMOTH,LBNAMOTH,Text,,,,
1,LBSIG,No,ig_LBSIG2,Serum Immunoglobulin Results,ig_LBSIG2,,LBSIGTEST,Lab Test Name,LBSIGTEST,LBTEST,Text,cl_LBSIG1,cl_LBSIG1,,
1,LBSIG,No,ig_LBSIG2,Serum Immunoglobulin Results,ig_LBSIG2,,LB_LABEL4,"Complete an Adverse Event Form if the Overall Interpretation is Abnormal, CS",LB_LABEL4,,Text,,,,
1,LBSIG,No,ig_LBSIG2,Serum Immunoglobulin Results,ig_LBSIG2,,LBORRES,Lab Result,LBORRES,LBORRES,Text,,,,
1,LBSIG,No,ig_LBSIG2,Serum Immunoglobulin Results,ig_LBSIG2,,LBCLSIG,Clinical Significance,LBCLSIG,,Text,cl_LBCLSIG1,cl_LBCLSIG1,,
1,LBSIG,No,ig_LBSIG2,Serum Immunoglobulin Results,ig_LBSIG2,,LBNR,Lab Normal Range,LBNR,LBNR,Text,,,,
1,PE,No,ig_PE1,Physical Exam,ig_PE1,,PEDAT,Physical Exam Date,PEDAT,PEDTC,Date,,,,
1,PE,No,ig_PE1,Physical Exam,ig_PE1,,PE_LABEL1,Enter any new or worsening abnormalities identified during a physical exam occuring during the protocol-required AE Reporting period as an adverse event.,PE_LABEL1,,Text,,,,
1,PE,No,ig_PE1,Physical Exam,ig_PE1,,PEPERF,Was the physical examination performed?,PEPERF,PESTAT,Text,cl_YN1,cl_YN1,,
1,VS,No,ig_VS1,Subject Information,ig_VS1,,RRPERF,Is this visit within 28 days of infusion?,RRPERF,,Text,cl_YN1,cl_YN1,,
1,VS,No,ig_VS1,Subject Information,ig_VS1,,VSPERF,Were Vital Signs Assessed?,VSPERF,,Text,cl_YN1,cl_YN1,,
1,VS,No,ig_VS1,Subject Information,ig_VS1,,VSDAT,Date of Vital Signs,VSDAT,,Date,,,,
1,VS,No,ig_VS2,Vital Signs,ig_VS2,,DIABP,Diastolic Blood Pressure (mmHg),DIABP,,Integer,,,,
1,VS,No,ig_VS2,Vital Signs,ig_VS2,,VS_LABEL1," If multiple vital signs were performed on the same day, use 1st vital signs of the day.",VS_LABEL1,,Text,,,,
1,VS,No,ig_VS2,Vital Signs,ig_VS2,,HR,Heart Rate (Beats/Minute),HR,,Integer,,,,
1,VS,No,ig_VS2,Vital Signs,ig_VS2,,TEMP,Temperature,TEMP,,Float,,,mu_HUPTEMPERATURE,mu_HUPTEMPERATURE
1,VS,No,ig_VS2,Vital Signs,ig_VS2,,SYSBP,Systolic Blood Pressure (mmHg),SYSBP,,Integer,,,,
1,VS,No,ig_VS2,Vital Signs,ig_VS2,,PEPOX,Oxygen saturation by pulse oximetry (%),PEPOX,,Integer,,,,
1,VS,No,ig_VS2,Vital Signs,ig_VS2,,RESP,Respiration Rate (Respirations/Minute),RESP,,Integer,,,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AEREL,T-cell Attribution,AEREL,,Text,cl_AETCELLATTRIB1,cl_AETCELLATTRIB1,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AE_LABEL6,Please ensure that the date of death has been entered on the End of Study CRF appropriately.,AE_LABEL6,,Text,,,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AERELOTH,Other Attribution,AERELOTH,,Text,cl_AEOTHRATTRIB1,cl_AEOTHRATTRIB1,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AETRTINTPOTH,Other Expectedness,AETRTINTPOTH,,Text,cl_YN1,cl_YN1,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AESTDAT,Start Date,AESTDAT,,Date,,,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AETOX,Toxicity,AETOX,,Text,,,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AETRTINTP,T-cell Expectedness,AETRTINTP,,Text,cl_YN1,cl_YN1,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AERELSPOTH,Specify Other Attribution,AERELSPOTH,,Text,,,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AEONGO,Event Ongoing,AEONGO,,Text,cl_AEONGO1,cl_AEONGO1,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AECAT,CTCAE Category,AECAT,,Text,cl_CTCAECAT1,cl_CTCAECAT1,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AETOXGR,Grade,AETOXGR,,Text,cl_AEGRADE1,cl_AEGRADE1,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AEACN,Action Taken,AEACN,,Text,cl_AEACN1,cl_AEACN1,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AE_LABEL5,Please refer to the CCGs for more comprehensive instructions.,AE_LABEL5,,Text,,,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AETOXTERM,Additional Toxicity Details,AETOXTERM,,Text,,,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AEENDAT,Stop Date,AEENDAT,,Date,,,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AEONSET,Event Onset,AEONSET,,Text,cl_AEEVENTONSET1,cl_AEEVENTONSET1,,
1,AE,No,ig_AE1,Adverse Event,ig_AE1,,AE_LABEL4,Action Taken will be evaluated with respect to study treatment only. ,AE_LABEL4,,Text,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGRCHG1,AESI Grade Change,AESIGRCHG1,,Text,cl_YN1,cl_YN1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGRCHG8,AESI Grade Change,AESIGRCHG8,,Text,cl_YN1,cl_YN1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGRCHG6,AESI Grade Change,AESIGRCHG6,,Text,cl_YN1,cl_YN1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGRCHG2,AESI Grade Change,AESIGRCHG2,,Text,cl_YN1,cl_YN1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESISTDAT3,AESI Start Date,AESISTDAT3,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGR8,AESI Grade,AESIGR8,,Text,cl_AEGRADE1,cl_AEGRADE1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESISTDAT6,AESI Start Date,AESISTDAT6,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIENDAT3,AESI Stop Date,AESIENDAT3,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGRCHG3,AESI Grade Change,AESIGRCHG3,,Text,cl_YN1,cl_YN1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGR4,AESI Grade,AESIGR4,,Text,cl_AEGRADE1,cl_AEGRADE1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESISTDAT8,AESI Start Date,AESISTDAT8,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIENDAT6,AESI Stop Date,AESIENDAT6,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGR6,AESI Grade,AESIGR6,,Text,cl_AEGRADE1,cl_AEGRADE1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGRCHG5,AESI Grade Change,AESIGRCHG5,,Text,cl_YN1,cl_YN1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIENDAT4,AESI Stop Date,AESIENDAT4,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESISTDAT1,AESI Start Date,AESISTDAT1,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIENDAT1,AESI Stop Date,AESIENDAT1,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIENDAT8,AESI Stop Date,AESIENDAT8,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESISTDAT4,AESI Start Date,AESISTDAT4,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGRCHG4,AESI Grade Change,AESIGRCHG4,,Text,cl_YN1,cl_YN1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGR1,AESI Grade,AESIGR1,,Text,cl_AEGRADE1,cl_AEGRADE1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESISTDAT5,AESI Start Date,AESISTDAT5,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIENDAT5,AESI Stop Date,AESIENDAT5,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIENDAT7,AESI Stop Date,AESIENDAT7,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGRCHG7,AESI Grade Change,AESIGRCHG7,,Text,cl_YN1,cl_YN1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGR2,AESI Grade,AESIGR2,,Text,cl_AEGRADE1,cl_AEGRADE1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIENDAT2,AESI Stop Date,AESIENDAT2,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGR5,AESI Grade,AESIGR5,,Text,cl_AEGRADE1,cl_AEGRADE1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGR7,AESI Grade,AESIGR7,,Text,cl_AEGRADE1,cl_AEGRADE1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESIGR3,AESI Grade,AESIGR3,,Text,cl_AEGRADE1,cl_AEGRADE1,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESISTDAT2,AESI Start Date,AESISTDAT2,,Date,,,,
1,AE,No,ig_AE3,Adverse Events of Special Interest (AESI),ig_AE3,,AESISTDAT7,AESI Start Date,AESISTDAT7,,Date,,,,
1,AE,No,ig_AE2,Serious Adverse Event,ig_AE2,,AESER,Seriousness as listed on the SAE form,AESER,,Text,cl_AESER1,cl_AESER1,,
1,AE,No,ig_AE2,Serious Adverse Event,ig_AE2,,AESAESTDAT,Date the event became an SAE,AESAESTDAT,,Date,,,,
1,AE,No,ig_AE2,Serious Adverse Event,ig_AE2,,AESEV,AE or SAE?,AESEV,,Text,cl_AESAE1,cl_AESAE1,,
1,AE,No,ig_AE2,Serious Adverse Event,ig_AE2,,AESI,Was this an AE of special interest with multiple changes in grades?,AESI,,Text,cl_YN1,cl_YN1,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMDOSFRQ,Frequency,CMDOSFRQ,,Text,cl_CMFREQ1,cl_CMFREQ1,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMTRT,Medication/Therapy,CMTRT,,Text,,,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMDOSU,Unit,CMDOSU,,Text,cl_CMUNIT1,cl_CMUNIT1,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMDSTXT,Dose,CMDSTXT,,Text,,,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMDOSUOTH,Specify Other Unit,CMDOSUOTH,,Text,,,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMSTDAT,Start Date,CMSTDAT,,Date,,,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMINDC,Indication,CMINDC,,Text,,,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMAEYN,Was this medication given for an AE?,CMAEYN,,Text,cl_YN1,cl_YN1,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMROUTE,Route,CMROUTE,,Text,cl_CMROUTE1,cl_CMROUTE1,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMENDAT,Stop Date,CMENDAT,,Date,,,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMROUTEOTH,Specify Other Route,CMROUTEOTH,,Text,,,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CM_LABEL1,Please ensure that the AE has been entered on the Adverse Event CRF appropriately.,CM_LABEL1,,Text,,,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMFRQOTH,Specify Other Frequency,CMFRQOTH,,Text,,,,
1,CM,No,ig_CM,Concomitant Medication,ig_CM,,CMONGO,Ongoing,CMONGO,,Text,cl_YN1,cl_YN1,,
1,CECRS,No,ig_CECRS2,Onset of Fever,ig_CECRS2,,CEFSTDAT,Fever Start Date,CEFSTDAT,,Date,,,,
1,CECRS,No,ig_CECRS2,Onset of Fever,ig_CECRS2,,CEHFSTDAT,Highest Fever Date,CEHFSTDAT,,Date,,,,
1,CECRS,No,ig_CECRS2,Onset of Fever,ig_CECRS2,,CEHFSTTM,Highest Fever Time,CEHFSTTM,,Time,,,,
1,CECRS,No,ig_CECRS2,Onset of Fever,ig_CECRS2,,CEFHFOCCUR,Does subject have onset of fever (>=38 C or 100.4 F)?,CEFHFOCCUR,,Text,cl_YN1,cl_YN1,,
1,CECRS,No,ig_CECRS2,Onset of Fever,ig_CECRS2,,CEFSTTM,Fever Start Time,CEFSTTM,,Time,,,,
1,CECRS,No,ig_CECRS2,Onset of Fever,ig_CECRS2,,CEFENDAT,Fever Stop Date,CEFENDAT,,Date,,,,
1,CECRS,No,ig_CECRS2,Onset of Fever,ig_CECRS2,,CEFENTM,Fever Stop Time,CEFENTM,,Time,,,,
1,CECRS,No,ig_CECRS2,Onset of Fever,ig_CECRS2,,CEHFOCCUR,Highest Fever,CEHFOCCUR,,Float,,,mu_HUPTEMPERATURE,mu_HUPTEMPERATURE
